,id_ccaa,anio,mes,id_energia,porcentaje,valor
457,11,2019,Febrero,1,0.0001124909841592,38.817
458,11,2019,Marzo,1,4.663658807166554e-05,13.418
459,11,2019,Abril,1,0.0002179960857723,59.544
460,11,2019,Mayo,1,0.0003228654578056,69.037
461,11,2019,Junio,1,0.0004007385593787,54.294
462,11,2019,Julio,1,0.0004722752359235,62.443
463,11,2019,Agosto,1,0.0004936485324416,52.382
464,11,2019,Septiembre,1,0.000302266959127,51.236
465,11,2019,Octubre,1,4.715986758732638e-05,9.467
466,11,2019,Noviembre,1,3.224173949011384e-05,18.643
467,11,2019,Diciembre,1,3.050189995613504e-05,17.887
468,11,2019,Enero,6,0.0665964921654233,21962.368
469,11,2019,Febrero,6,0.053871459073356,18589.298
470,11,2019,Marzo,6,0.0815567256951316,23465.013
471,11,2019,Abril,6,0.0721717661247753,19713.178
472,11,2019,Mayo,6,0.098409711425569,21042.546
473,11,2019,Junio,6,0.0991511146254362,13433.473
474,11,2019,Julio,6,0.1902099611827164,25149.065
475,11,2019,Agosto,6,0.2394726613829568,25410.907
476,11,2019,Septiembre,6,0.136672598991028,23166.797
477,11,2019,Octubre,6,0.111613841952663,22405.666
478,11,2019,Noviembre,6,0.0336796539695388,19474.439
479,11,2019,Diciembre,6,0.0370178438212207,21708.096
480,13,2019,Enero,3,0.2166282554744999,7255.261
481,13,2019,Febrero,3,0.2144963579507908,7365.365
482,13,2019,Marzo,3,0.2094883776514733,7916.29
483,13,2019,Abril,3,0.2552183379658802,9552.571
484,13,2019,Mayo,3,0.2243546797546918,8793.242
485,13,2019,Junio,3,0.2334123666252354,9590.487
486,13,2019,Julio,3,0.2042173640806711,7660.623
487,13,2019,Agosto,3,0.1858501614164082,6305.742
488,13,2019,Septiembre,3,0.146687857209427,4911.483
489,13,2019,Octubre,3,0.1345216512810594,4269.331
490,13,2019,Noviembre,3,0.2341696549900613,7635.876
491,13,2019,Diciembre,3,0.3751407205406644,15735.216
492,13,2019,Enero,1,0.1536630318668705,5146.445
493,13,2019,Febrero,1,0.1907858270742961,6551.194
494,13,2019,Marzo,1,0.2390267181443354,9032.505
495,13,2019,Abril,1,0.2038187486365858,7628.735
496,13,2019,Mayo,1,0.2742157204388504,10747.47
497,13,2019,Junio,1,0.257648491037688,10586.305
